"","","y","m"
"1",9.76662870217115,6.91032233353308,6
"2",3.89612543769181,3.79412257461869,3.79225087538362
"3",2.66551602538675,1.28233794166545,1.3310320507735
"4",0.210641561076045,-0.0225041551305316,0
"5",0.480521760880947,0.0800252391586392,0
"6",1.21183166466653,0.00559538527177975,0
"7",0.175754029303789,0.211552964614356,0
"8",8.44317843019962,6.80447520996629,6
"9",7.08079434093088,5.97139782317818,6
"10",9.07977459672838,4.46266679127875,6
"11",5.40254850964993,6.0155480243311,6
"12",6.60314507316798,5.80831960941701,6
"13",2.95228815730661,1.7566771004222,1.90457631461322
"14",7.22802674770355,6.22065174705227,6
"15",3.17689923197031,2.36541379250692,2.35379846394062
"16",-0.775849824771285,-0.165496125330482,0
"17",8.20889206044376,5.03659756228347,6
"18",4.00077444314957,3.95559953833666,4.00154888629913
"19",1.11997938621789,0.0856972329162611,0
"20",-1.10248542204499,-0.053035357874482,0
"21",9.59629358537495,6.53203030385355,6
"22",6.4134333236143,5.91341452267722,6
"23",3.38300747890025,2.82070432418619,2.76601495780051
"24",8.18852467555553,7.5919591894043,6
"25",1.04100706148893,0.081914290471279,0
"26",9.2373666362837,5.24756546250652,6
"27",2.38377353269607,0.857187767251232,0.767547065392137
"28",2.73656162898988,1.43225764980688,1.47312325797975
"29",3.76874252036214,3.51353467722888,3.53748504072428
"30",2.80952130164951,1.6673487662901,1.61904260329902
"31",-1.54358768370003,0.107578512445991,0
"32",0.332844705320895,-0.0538825339803807,0
"33",6.84004260972142,6.50093611888687,6
"34",7.38568062335253,5.61739625969953,6
"35",1.82995853386819,-0.0547234305172227,0
"36",9.4523121220991,6.32563113974478,6
"37",7.25911052431911,6.16568082220347,6
"38",6.94493655953556,5.7359759554057,6
"39",7.59495684411377,5.67860448218355,6
"40",4.49502677191049,4.96396888854463,4.99005354382098
"41",2.29970135074109,0.615231964138247,0.599402701482177
"42",6.62782979477197,5.83406726525974,6
"43",6.08480532281101,6.20858188416603,6
"44",5.17246184498072,6.0262711249449,6
"45",2.57423142809421,1.11988231904198,1.14846285618842
"46",9.90269402228296,5.14547189787288,6
"47",4.74574661441147,5.52032940818582,5.49149322882295
"48",6.91665029898286,5.66740951777507,6
"49",-1.53461325541139,0.202498753570409,0
"50",0.0263918563723564,-0.0169579212966194,0
"51",4.68399373348802,5.27941535546724,5.36798746697605
"52",4.35475232545286,4.76626004541014,4.70950465090573
"53",3.93326708395034,3.83350853699423,3.86653416790068
"54",-1.3789781332016,-0.0213873351179935,0
"55",-1.64456358831376,0.198435898042217,0
"56",2.36489620711654,0.785418154662074,0.729792414233088
"57",7.84097486641258,5.76074934909632,6
"58",0.461264813318849,-0.116412786224753,0
"59",4.13153267465532,4.17804087408368,4.26306534931064
"60",0.263450191356242,-0.103985652194546,0
"61",3.97063676547259,4.00630285660019,3.94127353094518
"62",2.03697129432112,0.0319600843080299,0.0739425886422396
"63",8.26705483254045,6.20429744013073,6
"64",5.88483302015811,5.98658972116624,6
"65",2.44960346911103,0.892791106108896,0.899206938222051
"66",-0.929573135450482,0.0932274773904788,0
"67",1.62137319147587,0.190888326686204,0
"68",0.0422172471880913,0.120011127587029,0
"69",6.01052662916481,5.99032643126655,6
"70",1.37962561193854,-0.182321704613146,0
"71",4.35313433036208,4.65117083138022,4.70626866072416
"72",8.1653047921136,5.81377197850782,6
"73",1.79849998001009,0.111493751060219,0
"74",2.2703392226249,0.490140251126992,0.540678445249796
"75",2.37797282543033,0.751597753104837,0.755945650860667
"76",9.83178814779967,7.20457669365942,6
"77",0.322601639665663,-0.114479713830852,0
"78",2.41472885943949,0.842080966255749,0.829457718878984
"79",3.75723197404295,3.52537776464418,3.5144639480859
